sofifa_id_x,short_name_x,long_name,player_positions_x,overall_x,potential_x,age_x,nationality_name_x,nation_position_x,nation_jersey_number_x,club_name_x,league_name_x,value_eur_x,wage_eur_x,pace_x,shooting_x,passing_x,dribbling_x,defending_x,physic_x,sofifa_id_y,player_url,short_name_y,player_positions_y,overall_y,potential_y,value_eur_y,wage_eur_y,age_y,dob,height_cm,weight_kg,club_team_id,club_name_y,league_name_y,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name_y,nation_team_id,nation_position_y,nation_jersey_number_y,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace_y,shooting_y,passing_y,dribbling_y,defending_y,physic_y,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
221860,C. Gruezo,Carlos Armando Gruezo Arboleda,"CDM, CM",72,75,26,Ecuador,,,FC Augsburg,German 1. Bundesliga,2800000.0,16000.0,61.0,46.0,61.0,67.0,68.0,73.0,221860,https://sofifa.com/player/221860/carlos-gruezo/220002,C. Gruezo,"CDM, CM",72,75,2800000.0,16000.0,26,1995-04-19,173,71,100409.0,FC Augsburg,German 1. Bundesliga,1.0,SUB,8.0,,2019-07-02,2024.0,57,Ecuador,,,,Right,3,2,1,Low/High,Normal (170-185),No,5300000.0,,,61.0,46.0,61.0,67.0,68.0,73.0,43,41,54,72,37,60,48,47,69,70,68,55,78,69,85,61,69,73,69,42,86,69,55,58,49,65,68,71,73,9,10,12,12,11,,57+2,57+2,57+2,59,60,60,60,59,62+2,62+2,62+2,61+2,65+2,65+2,65+2,61+2,66+2,71+2,71+2,71+2,66+2,66+2,69+2,69+2,69+2,66+2,17+2,https://cdn.sofifa.net/players/221/860/22_120.png,https://cdn.sofifa.net/teams/100409/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ec.png
241406,J. Intriago,Jefferson Alfredo Intriago Mendoza,"CDM, CM",72,77,25,Ecuador,,,Fútbol Club Juárez,Mexican Liga MX,3100000.0,8000.0,72.0,46.0,69.0,72.0,67.0,77.0,241406,https://sofifa.com/player/241406/jefferson-intriago/220002,J. Intriago,"CDM, CM",72,77,3100000.0,8000.0,25,1996-06-04,172,70,113134.0,Fútbol Club Juárez,Mexican Liga MX,1.0,LCM,35.0,,2021-08-19,2024.0,57,Ecuador,,,,Right,4,3,1,Medium/Medium,Normal (170-185),No,5500000.0,,Playmaker (AI),72.0,46.0,69.0,72.0,67.0,77.0,67,30,64,73,31,73,63,58,70,73,72,72,72,70,71,65,70,89,73,59,73,68,65,65,63,69,67,68,67,5,12,9,7,9,,61+2,61+2,61+2,66,65,65,65,66,67+2,67+2,67+2,69+2,70+2,70+2,70+2,69+2,71+2,71+2,71+2,71+2,71+2,71+2,69+2,69+2,69+2,71+2,15+2,https://cdn.sofifa.net/players/241/406/22_120.png,https://cdn.sofifa.net/teams/113134/60.png,https://cdn.sofifa.net/flags/mx.png,,https://cdn.sofifa.net/flags/ec.png
241499,C. Garcés,Carlos John Garcés Acosta,ST,72,72,31,Ecuador,,,Barcelona Sporting Club,Ecuadorian Serie A,2000000.0,1000.0,65.0,73.0,51.0,63.0,32.0,80.0,241499,https://sofifa.com/player/241499/carlos-garces/220002,C. Garcés,ST,72,72,2000000.0,1000.0,31,1990-03-01,185,85,110981.0,Barcelona Sporting Club,Ecuadorian Serie A,1.0,SUB,11.0,,2021-01-14,2023.0,57,Ecuador,,,,Right,3,3,1,Medium/Low,Stocky (185+),No,4400000.0,#Strength,Power Header,65.0,73.0,51.0,63.0,32.0,80.0,40,77,76,60,70,62,41,38,47,65,63,67,64,67,69,72,81,75,93,65,51,28,80,55,70,54,29,25,23,13,10,15,13,11,,72,72,72,64,67,67,67,64,64+2,64+2,64+2,62+2,58+2,58+2,58+2,62+2,48+2,48+2,48+2,48+2,48+2,46+2,47+2,47+2,47+2,46+2,18+2,https://cdn.sofifa.net/players/241/499/22_120.png,https://cdn.sofifa.net/teams/110981/60.png,https://cdn.sofifa.net/flags/ec.png,,https://cdn.sofifa.net/flags/ec.png
207653,M. Bolaños,Miler Alejandro Bolaños Reascos,ST,71,71,31,Ecuador,,,Chongqing Liangjiang Athletic,Chinese Super League,1600000.0,11000.0,80.0,72.0,65.0,74.0,26.0,65.0,207653,https://sofifa.com/player/207653/miler-bolanos/220002,M. Bolaños,ST,71,71,1600000.0,11000.0,31,1990-06-01,172,63,112165.0,Chongqing Liangjiang Athletic,Chinese Super League,1.0,LS,23.0,Shanghai Shenhua FC,,2021.0,57,Ecuador,,,,Right,4,3,1,High/Low,Lean (170-185),No,,,"Flair, Speed Dribbler (AI), Technical Dribbler (AI)",80.0,72.0,65.0,74.0,26.0,65.0,60,75,49,67,67,76,69,59,62,71,85,76,80,74,81,74,50,74,64,68,59,23,77,68,61,59,21,25,24,15,15,9,6,9,,71,71,71,73-2,73-2,73-2,73-2,73-2,72-1,72-1,72-1,72-1,65+2,65+2,65+2,72-1,53+2,50+2,50+2,50+2,53+2,49+2,41+2,41+2,41+2,49+2,18+2,https://cdn.sofifa.net/players/207/653/22_120.png,https://cdn.sofifa.net/teams/112165/60.png,https://cdn.sofifa.net/flags/cn.png,,https://cdn.sofifa.net/flags/ec.png
225681,L. León,Luis Fernando León Bermeo,CB,71,71,28,Ecuador,,,Barcelona Sporting Club,Ecuadorian Serie A,1600000.0,800.0,58.0,37.0,47.0,50.0,71.0,72.0,225681,https://sofifa.com/player/225681/luis-fernando-leon/220002,L. León,CB,71,71,1600000.0,800.0,28,1993-04-11,183,69,110981.0,Barcelona Sporting Club,Ecuadorian Serie A,1.0,RCB,30.0,,2021-01-27,2022.0,57,Ecuador,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,3500000.0,,,58.0,37.0,47.0,50.0,71.0,72.0,28,24,69,68,25,33,29,58,50,73,56,60,46,62,52,55,64,69,72,52,76,69,23,30,45,55,70,75,72,12,7,16,9,14,,49+2,49+2,49+2,46,47,47,47,46,48+2,48+2,48+2,48+2,55+2,55+2,55+2,48+2,62+2,67+2,67+2,67+2,62+2,65+2,71,71,71,65+2,16+2,https://cdn.sofifa.net/players/225/681/22_120.png,https://cdn.sofifa.net/teams/110981/60.png,https://cdn.sofifa.net/flags/ec.png,,https://cdn.sofifa.net/flags/ec.png
225682,M. Pineida,Mario Alberto Pineida Martínez,"LB, RB",71,71,28,Ecuador,,,Barcelona Sporting Club,Ecuadorian Serie A,1700000.0,800.0,73.0,44.0,64.0,63.0,68.0,72.0,225682,https://sofifa.com/player/225682/mario-pineida/220002,M. Pineida,"LB, RB",71,71,1700000.0,800.0,28,1992-07-06,170,83,110981.0,Barcelona Sporting Club,Ecuadorian Serie A,1.0,LB,2.0,,2016-02-02,2023.0,57,Ecuador,,,,Right,3,3,1,High/Medium,Stocky (170-),No,3700000.0,,,73.0,44.0,64.0,63.0,68.0,72.0,70,41,69,70,39,54,48,43,56,69,71,74,69,68,75,50,56,79,76,42,58,67,59,65,45,71,70,69,64,14,7,12,13,7,,59+2,59+2,59+2,62,61,61,61,62,62+2,62+2,62+2,64+2,64+2,64+2,64+2,64+2,69+2,68+2,68+2,68+2,69+2,69+2,68+2,68+2,68+2,69+2,17+2,https://cdn.sofifa.net/players/225/682/22_120.png,https://cdn.sofifa.net/teams/110981/60.png,https://cdn.sofifa.net/flags/ec.png,,https://cdn.sofifa.net/flags/ec.png
250797,P. Ortíz,Pedro Alfredo Ortíz Angulo,GK,71,71,31,Ecuador,,,CS Emelec,Ecuadorian Serie A,1000000.0,550.0,,,,,,,250797,https://sofifa.com/player/250797/pedro-ortiz/220002,P. Ortíz,GK,71,71,1000000.0,550.0,31,1990-02-19,187,80,110984.0,CS Emelec,Ecuadorian Serie A,1.0,GK,12.0,,2020-01-01,2024.0,57,Ecuador,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,2200000.0,,,,,,,,,10,8,12,19,5,9,12,12,17,14,28,23,31,58,33,52,83,20,85,6,17,14,5,65,10,35,7,11,10,73,70,69,70,73,26.0,23+2,23+2,23+2,20,23,23,23,20,24+2,24+2,24+2,21+2,24+2,24+2,24+2,21+2,18+2,22+2,22+2,22+2,18+2,18+2,24+2,24+2,24+2,18+2,70+1,https://cdn.sofifa.net/players/250/797/22_120.png,https://cdn.sofifa.net/teams/110984/60.png,https://cdn.sofifa.net/flags/ec.png,,https://cdn.sofifa.net/flags/ec.png
253340,E. Mera,Efrén Alexander Mera Moreira,"CAM, CM",71,71,36,Ecuador,,,Independiente del Valle,Ecuadorian Serie A,600000.0,550.0,68.0,70.0,67.0,73.0,50.0,62.0,253340,https://sofifa.com/player/253340/efren-mera/220002,E. Mera,"CAM, CM",71,71,600000.0,550.0,36,1985-06-23,167,66,112908.0,Independiente del Valle,Ecuadorian Serie A,1.0,SUB,10.0,,2017-01-03,2021.0,57,Ecuador,,,,Right,3,3,1,Medium/Medium,Normal (170-),No,1300000.0,,"Leadership, Technical Dribbler (AI)",68.0,70.0,67.0,73.0,50.0,62.0,59,69,43,70,59,72,74,66,65,73,69,68,74,72,79,74,55,69,56,73,68,51,69,69,57,68,56,49,42,11,12,15,9,8,,67+2,67+2,67+2,70,70,70,70,70,71,71,71,69+2,68+2,68+2,68+2,69+2,61+2,61+2,61+2,61+2,61+2,58+2,55+2,55+2,55+2,58+2,17+2,https://cdn.sofifa.net/players/253/340/22_120.png,https://cdn.sofifa.net/teams/112908/60.png,https://cdn.sofifa.net/flags/ec.png,,https://cdn.sofifa.net/flags/ec.png
255137,J. Cifuentes,José Adoni Cifuentes Charcopa,"CDM, CM",71,78,22,Ecuador,,,Los Angeles FC,USA Major League Soccer,3600000.0,5000.0,66.0,56.0,64.0,73.0,67.0,74.0,255137,https://sofifa.com/player/255137/jose-cifuentes/220002,J. Cifuentes,"CDM, CM",71,78,3600000.0,5000.0,22,1999-03-12,173,70,112996.0,Los Angeles FC,USA Major League Soccer,1.0,LCM,11.0,,2020-01-13,2022.0,57,Ecuador,,,,Right,4,3,1,Medium/High,Normal (170-185),No,6100000.0,,"Long Shot Taker (AI), Team Player",66.0,56.0,64.0,73.0,67.0,74.0,44,51,68,74,38,73,63,34,69,75,64,68,68,70,77,73,73,70,75,55,77,63,67,72,35,68,63,72,68,14,10,8,14,8,,66+2,66+2,66+2,66,68,68,68,66,69+2,69+2,69+2,67+2,70+2,70+2,70+2,67+2,66+2,70+2,70+2,70+2,66+2,66+2,69+2,69+2,69+2,66+2,18+2,https://cdn.sofifa.net/players/255/137/22_120.png,https://cdn.sofifa.net/teams/112996/60.png,https://cdn.sofifa.net/flags/us.png,,https://cdn.sofifa.net/flags/ec.png
186805,J. Montero,Jefferson Antonio Montero Vite,"LM, LW, RW",70,70,31,Ecuador,,,Gallos Blancos de Querétaro,Mexican Liga MX,1300000.0,7000.0,85.0,65.0,66.0,77.0,29.0,55.0,186805,https://sofifa.com/player/186805/jefferson-montero/220002,J. Montero,"LM, LW, RW",70,70,1300000.0,7000.0,31,1989-09-01,170,67,110150.0,Gallos Blancos de Querétaro,Mexican Liga MX,1.0,SUB,10.0,,2021-01-01,2021.0,57,Ecuador,,,,Right,3,4,1,High/Low,Normal (170-),Yes,2100000.0,,"Finesse Shot, Speed Dribbler (AI)",85.0,65.0,66.0,77.0,29.0,55.0,68,60,50,65,64,78,76,64,61,75,89,82,85,59,85,74,67,47,63,67,40,25,60,67,68,75,19,38,20,11,11,12,15,12,,66+2,66+2,66+2,71-1,69,69,69,71-1,69+1,69+1,69+1,69+1,62+2,62+2,62+2,69+1,51+2,48+2,48+2,48+2,51+2,48+2,41+2,41+2,41+2,48+2,17+2,https://cdn.sofifa.net/players/186/805/22_120.png,https://cdn.sofifa.net/teams/110150/60.png,https://cdn.sofifa.net/flags/mx.png,,https://cdn.sofifa.net/flags/ec.png
233529,F. Gaibor,Fernando Vicente Gaibor Orellana,"CAM, CM, CDM",70,70,29,Ecuador,,,Independiente del Valle,Ecuadorian Serie A,1600000.0,700.0,66.0,66.0,72.0,71.0,59.0,67.0,233529,https://sofifa.com/player/233529/fernando-gaibor/220002,F. Gaibor,"CAM, CM, CDM",70,70,1600000.0,700.0,29,1991-10-08,178,75,112908.0,Independiente del Valle,Ecuadorian Serie A,1.0,SUB,13.0,,2021-07-01,2022.0,57,Ecuador,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,3400000.0,,"Long Passer (AI), Playmaker (AI), Technical Dribbler (AI)",66.0,66.0,72.0,71.0,59.0,67.0,70,63,58,73,58,69,68,67,72,74,66,66,75,67,71,74,61,78,66,69,57,65,61,72,70,60,56,60,57,11,14,14,11,9,,66+2,66+2,66+2,69,68,68,68,69,70,70,70,69+1,70,70,70,69+1,67+2,67+2,67+2,67+2,67+2,65+2,62+2,62+2,62+2,65+2,18+2,https://cdn.sofifa.net/players/233/529/22_120.png,https://cdn.sofifa.net/teams/112908/60.png,https://cdn.sofifa.net/flags/ec.png,,https://cdn.sofifa.net/flags/ec.png
236267,D. Aimar,Darío Javier Aimar Álvarez,CB,70,74,26,Ecuador,,,Barcelona Sporting Club,Ecuadorian Serie A,2000000.0,700.0,64.0,29.0,47.0,51.0,71.0,72.0,236267,https://sofifa.com/player/236267/dario-aimar/220002,D. Aimar,CB,70,74,2000000.0,700.0,26,1995-01-05,182,80,110981.0,Barcelona Sporting Club,Ecuadorian Serie A,1.0,RES,14.0,,2016-02-02,2022.0,57,Ecuador,,,,Right,3,2,1,Low/Medium,Normal (170-185),No,4600000.0,,,64.0,29.0,47.0,51.0,71.0,72.0,30,25,70,68,31,32,31,30,52,69,64,64,62,69,59,39,74,68,76,26,64,69,28,31,38,59,69,74,68,13,13,12,7,15,,48+2,48+2,48+2,47,47,47,47,47,49+2,49+2,49+2,49+2,54+2,54+2,54+2,49+2,62+2,66+2,66+2,66+2,62+2,65+2,70+2,70+2,70+2,65+2,18+2,https://cdn.sofifa.net/players/236/267/22_120.png,https://cdn.sofifa.net/teams/110981/60.png,https://cdn.sofifa.net/flags/ec.png,,https://cdn.sofifa.net/flags/ec.png
